Dat,Site Name,Status,Priority,Severity,Screen Status,State,Case status,Type,Category,Reported Issue,Resolution,Queue Name,Region,Market,Creation Time,Last Update Time,Resolution time
1880363,SF Cinema Tokyo,Under Review,Informational,Low (Minor),UP,Korea,Under Review,Email Request,Facility,IMAGE GEOMETRY/ALIGNMENT ISSUE,Adjusted Settings,APAC Dispatched,APAC,Market-Korea,2/14/2025 13:31,2/15/2025 13:31,1
1880364,Cinemark Playa Vista,Solving,Informational,Low (Minor),UP,KY,Solving,Email Request,Network,PLAYBACK STOPPED UNEXPECTEDLY,Recalibrated System,CSE Dispatched,Americas,Market-SAD,5/25/2025 13:31,5/25/2025 13:31,0
1880365,CGV Seoul Gangnam,Solving,Minor,Medium (Minor),UP,Japan,Solving,Email Request,Audio,IMAGE GEOMETRY/ALIGNMENT ISSUE,Replaced Component,APAC Issues,APAC,Market-Thailand,2/5/2025 13:31,2/5/2025 13:31,0
1880366,Golden Harvest Hong Kong,Closed,Minor,Low (Minor),UP,Singapore,Closed,Email Request,Audio,IMAGE GEOMETRY/ALIGNMENT ISSUE,Adjusted Settings,APAC Issues,APAC,Market-Thailand,4/21/2025 13:31,4/21/2025 13:31,0
1880367,Dolby Headquarters 1,Resolved,Critical,High (Critical),UP,CA,Resolved,Web Support,Network,Color Calibration Required,Pending Resolution,CSE Dispatched,Americas,Market-SAD,5/29/2025 13:31,5/29/2025 13:31,0
1880368,CGV Beijing Wanda,Closed,Minor,Medium (Minor),UP,Japan,Closed,Web Support,Audio,Screen Shaker Vibration,Replaced UPS Batteries,APAC Dispatched,APAC,Market-Thailand,4/1/2025 13:31,4/1/2025 13:31,0
1880369,Pathe Rouen Docks 76,Solving,Major,Medium (Major),Please Specify,Germany,Solving,Phone Call,Automation,IMAGE GEOMETRY/ALIGNMENT ISSUE,Adjusted Settings,EMEA Issues,EMEA,Market-France-ADDE-CDS,4/21/2025 13:31,4/22/2025 13:31,1
1880370,AMC Lincoln Square 13 - 2310,Resolved,Major,High (Major),UP,KY,Resolved,Email Request,Screen / Masking,Software Not Responding,Power cycled / Reboot Server,Customer Managed,Americas,Market-NSH,9/16/2025 13:31,9/16/2025 13:31,0
1880371,AMC Lincoln Square 13 - 2310,Solving,Major,High (Major),UP,KY,Solving,Email Request,Qalif,Laser Module Driver Warning,Adjusted Settings,CSE Dispatched,Americas,Market-SAD,5/1/2025 13:31,5/4/2025 13:31,3
1880372,Vue London Leicester Square,Under Review,Informational,Low (Minor),UP,Netherlands,Under Review,Web Support,Network,TPC Display Issue,Replaced Qalif,EMEA Dispatched,EMEA,Market-UK-CDS-VUK-CDS,11/13/2025 13:31,11/13/2025 13:31,0
1880373,Wanda Chengdu Wuhou,Solving,Minor,Low (Minor),DOWN,China,Solving,Email Request,Screen / Masking,Booth Temperature Issue,Software Update Applied,APAC Issues,APAC,Market-Hong Kong,7/29/2025 13:31,7/29/2025 13:31,0
1880374,Pathe Gaumont Rennes,Resolved,Major,High (Major),UP,France,Resolved,Email Request,Projector,Booth Temperature Issue,Replaced Component,EMEA Dispatched,EMEA,Market-Germany,5/27/2025 13:31,5/28/2025 13:31,1
1880375,SF Cinema Tokyo,Resolved,Minor,Medium (Minor),DOWN,Korea,Resolved,Email Request,Facility,Screen Shaker Vibration,Adjusted Settings,APAC Dispatched,APAC,Market-Singapore,10/10/2025 13:31,10/10/2025 13:31,0
1880376,Cinemark Playa Vista,Solving,Major,Medium (Major),DOWN,NY,Solving,Phone Call,Projector,TPC Display Issue,Pending Resolution,3rd Party Issues,Americas,Market-NJ,2/24/2025 13:31,2/24/2025 13:31,0
1880377,Vue Eindhoven,Resolved,Major,Medium (Major),UP,England,Resolved,Email Request,Automation,INTERMITTENT AUDIO,Replaced UPS Batteries,EMEA Dispatched,EMEA,Market-Kuwait,1/28/2025 13:31,1/29/2025 13:31,1
1880378,Pathe Gaumont Rennes,Resolved,Major,Medium (Major),UP,England,Resolved,Email Request,Qalif,PLAYBACK STOPPED UNEXPECTEDLY,Adjusted Settings,Future Work,EMEA,Market-Germany,5/11/2025 13:31,5/12/2025 13:31,1
1880379,Pathe Massy,Solving,Major,High (Major),UP,Netherlands,Solving,Email Request,Automation,Screen Shaker Vibration,Network Configuration Fixed,EMEA Issues,EMEA,Market-Germany,4/24/2025 13:31,4/26/2025 13:31,2
1880380,Kinopolis Munich,Under Review,Major,High (Major),UP,France,Under Review,Email Request,Dolby Corridor,Screen Shaker Vibration,Replaced Component,Future Work,EMEA,Market-UK-CDS-VUK-CDS,8/18/2025 13:31,8/18/2025 13:31,0
1880381,Vue London Leicester Square,Closed,Major,Medium (Major),DOWN,England,Closed,Email Request,Screen / Masking,Booth Temperature Issue,Power cycled / Reboot Server,Future Work,EMEA,Market-UK-CDS-VUK-CDS,11/7/2025 13:31,11/8/2025 13:31,1
1880382,Lotte Cinema Seoul,Solving,Minor,Low (Minor),UP,Japan,Solving,Email Request,Qalif,Booth Temperature Issue,Replaced UPS Batteries,APAC Issues,APAC,Market-Singapore,1/2/2025 13:31,1/2/2025 13:31,0
1880383,Lotte Cinema Seoul,Resolved,Minor,Low (Minor),UP,Korea,Resolved,Phone Call,Automation,TPC Display Issue,Replaced Component,APAC Issues,APAC,Market-Thailand,7/4/2025 13:31,7/4/2025 13:31,0
1880384,AMC Mission Valley 20 - 0246,Under Review,Minor,Low (Minor),UP,TN,Under Review,Email Request,Automation,UPS Issue,Replaced UPS Batteries,Customer Managed,Americas,Market-NY,7/24/2025 13:31,7/24/2025 13:31,0
1880385,Pathe Massy,Under Review,Major,Medium (Major),UP,Kuwait,Under Review,Email Request,Automation,Application Not Responding,Recalibrated System,EMEA Issues,EMEA,Market-Kuwait,3/18/2025 13:31,3/19/2025 13:31,1
1880386,Pathe Rouen Docks 76,Solving,Major,High (Major),UP,Kuwait,Solving,Phone Call,Qalif,Booth Audio Monitor Issue,Pending Resolution,EMEA Dispatched,EMEA,Market-UK-CDS-VUK-CDS,7/4/2025 13:31,7/4/2025 13:31,0
1880387,Pathe Rouen Docks 76,Solving,Informational,Low (Minor),UP,Germany,Solving,Email Request,Qalif,IMAGE GEOMETRY/ALIGNMENT ISSUE,Replaced Qalif,EMEA Dispatched,EMEA,Market-France-ADDE-CDS,1/17/2025 13:31,1/17/2025 13:31,0
1880388,Kinopolis Munich,Solving,Major,High (Major),UP,England,Solving,Email Request,Screen / Masking,Laser Module Driver Warning,Firmware Updated,EMEA Dispatched,EMEA,Market-UK-CDS-VUK-CDS,2/10/2025 13:31,2/12/2025 13:31,2
1880389,AMC Lincoln Square 13 - 2310,Under Review,Critical,High (Critical),UP,NY,Under Review,Email Request,Audio,TPC Display Issue,Recalibrated System,EM3 Issues,Americas,Market-NSH,6/7/2025 13:31,6/7/2025 13:31,0
1880390,Wanda Chengdu Wuhou,Closed,Minor,Medium (Minor),DOWN,Thailand,Closed,Web Support,Automation,Network Connectivity Issue,Power cycled / Reboot Server,APAC Dispatched,APAC,Market-Hong Kong,1/20/2025 13:31,1/20/2025 13:31,0
1880391,Major Cineplex Bangkok,Solving,Major,Medium (Major),UP,Korea,Solving,Email Request,Dolby Corridor,Content Update Request,Power cycled / Reboot Server,APAC Dispatched,APAC,Market-Korea,5/24/2025 13:31,5/24/2025 13:31,0
1880392,Kinopolis Munich,Solving,Informational,Low (Minor),UP,Kuwait,Solving,Email Request,Dolby Corridor,Disk Capacity Warning,Network Configuration Fixed,EMEA Dispatched,EMEA,Market-UK-CDS-VUK-CDS,5/22/2025 13:31,5/22/2025 13:31,0
1880393,AMC Staten Island Mall 11 - 0558,Under Review,Minor,Low (Minor),UP,KY,Under Review,Email Request,Audio,Disk Capacity Warning,Recalibrated System,EM3 Issues,Americas,Market-NJ,3/16/2025 13:31,3/16/2025 13:31,0
1880394,Odeon Thorpe Park,Solving,Major,High (Major),UP,Germany,Solving,Phone Call,Dolby Corridor,Application Not Responding,Pending Resolution,Future Work,EMEA,Market-Germany,5/21/2025 13:31,5/21/2025 13:31,0
1880395,Cinemark Century City,Resolved,Major,High (Major),UP,TN,Resolved,Email Request,Projector,Booth Audio Monitor Issue,Replaced UPS Batteries,3rd Party Issues,Americas,Market-SAF,2/15/2025 13:31,2/16/2025 13:31,1
1880396,AMC Staten Island Mall 11 - 0558,Closed,Minor,Medium (Minor),UP,NY,Closed,Email Request,Audio,PLAYBACK STOPPED UNEXPECTEDLY,Adjusted Settings,CSE Dispatched,Americas,Market-CA,3/15/2025 13:31,3/15/2025 13:31,0
1880397,Dolby Burbank Umlang,Solving,Major,Medium (Major),UP,NJ,Solving,Email Request,Facility,INTERMITTENT AUDIO,Replaced Component,EM3 Issues,Americas,Market-NY,2/18/2025 13:31,2/18/2025 13:31,0
1880398,Vue Hilversum,Under Review,Minor,Low (Minor),UP,Netherlands,Under Review,Email Request,Projector,Laser Module Driver Warning,Firmware Updated,EMEA Dispatched,EMEA,Market-Kuwait,5/3/2025 13:31,5/3/2025 13:31,0
1880399,Major Cineplex Bangkok,Solving,Major,Medium (Major),UP,China,Solving,Email Request,Screen / Masking,NO IMAGE,Network Configuration Fixed,APAC Dispatched,APAC,Market-Hong Kong,10/8/2025 13:31,10/8/2025 13:31,0
1880400,Wanda Chengdu Wuhou,Solving,Major,High (Major),UP,Korea,Solving,Phone Call,Network,Software Not Responding,Recalibrated System,APAC Dispatched,APAC,Market-Thailand,9/7/2025 13:31,9/7/2025 13:31,0
1880401,KNCC Cinescape Avenues,Under Review,Major,High (Major),UP,Netherlands,Under Review,Email Request,Facility,UPS Issue,Firmware Updated,EMEA Dispatched,EMEA,Market-France-ADDE-CDS,1/25/2025 13:31,1/25/2025 13:31,0
1880402,Wanda Jiaxing,Resolved,Major,Medium (Major),UP,Singapore,Resolved,Email Request,Automation,Application Not Responding,Replaced UPS Batteries,APAC Issues,APAC,Market-Hong Kong,10/12/2025 13:31,10/12/2025 13:31,0
1880403,Wanda Changsha,Resolved,Informational,Low (Minor),UP,China,Resolved,Email Request,Automation,Laser Module Driver Warning,Replaced Component,APAC Issues,APAC,Market-Hong Kong,2/2/2025 13:31,2/2/2025 13:31,0
1880404,Wanda Jiaxing,Under Review,Minor,Medium (Minor),UP,Thailand,Under Review,Email Request,Automation,Screen Shaker Vibration,Hardware Replaced,APAC Dispatched,APAC,Market-Korea,6/13/2025 13:31,6/13/2025 13:31,0
1880405,Vue London Leicester Square,Under Review,Major,High (Major),DOWN,Germany,Under Review,Web Support,Automation,IMAGE DISCOLORATION,Network Configuration Fixed,Future Work,EMEA,Market-Kuwait,9/16/2025 13:31,9/16/2025 13:31,0
1880406,Wanda Jiaxing,Closed,Informational,Low (Minor),UP,Singapore,Closed,Email Request,Projector,Hardware Issues,Recalibrated System,APAC Issues,APAC,Market-Hong Kong,5/17/2025 13:31,5/17/2025 13:31,0
1880407,Pathe Nice Gare Du Sud,Solving,Major,Medium (Major),UP,Germany,Solving,Email Request,Automation,IMAGE DISCOLORATION,Replaced Component,EMEA Issues,EMEA,Market-Germany,5/12/2025 13:31,5/13/2025 13:31,1
1880408,CGV Shanghai Fudi,Solving,Minor,Low (Minor),UP,Korea,Solving,Phone Call,Automation,Booth Audio Monitor Issue,Pending Resolution,APAC Issues,APAC,Market-China-CGV,11/9/2025 13:31,11/9/2025 13:31,0
1880409,CGV Beijing Wanda,Closed,Major,Medium (Major),UP,Thailand,Closed,Email Request,Projector,Hardware Issues,Adjusted Settings,APAC Dispatched,APAC,Market-Singapore,5/14/2025 13:31,5/14/2025 13:31,0
1880410,Muvi Mall of Dhahran,Under Review,Informational,Low (Minor),UP,France,Under Review,Web Support,Screen / Masking,NO IMAGE,Hardware Replaced,EMEA Issues,EMEA,Market-Germany,9/11/2025 13:31,9/12/2025 13:31,1
1880411,AMC Staten Island Mall 11 - 0558,Resolved,Major,Medium (Major),UP,KY,Resolved,Email Request,Facility,UPS Issue,Replaced Qalif,EM3 Issues,Americas,Market-NY,6/12/2025 13:31,6/12/2025 13:31,0
1880412,AMC Lincoln Square 13 - 2310,Under Review,Informational,Low (Minor),UP,TX,Under Review,Email Request,Facility,Booth Audio Monitor Issue,Replaced Qalif,CSE Dispatched,Americas,Market-LA,5/6/2025 13:31,5/8/2025 13:31,2
1880413,Wanda Shanghai Darongcheng,Solving,Major,Medium (Major),UP,China,Solving,Web Support,Qalif,IMAGE DISCOLORATION,Network Configuration Fixed,APAC Issues,APAC,Market-Hong Kong,2/1/2025 13:31,2/1/2025 13:31,0
1880414,Major Cineplex Bangkok,Resolved,Major,High (Major),Please Specify,Singapore,Resolved,Email Request,Projector,Content Update Request,Replaced Qalif,APAC Issues,APAC,Market-Korea,10/12/2025 13:31,10/12/2025 13:31,0
1880415,AMC Lincoln Square 13 - 2310,Resolved,Minor,Low (Minor),UP,NJ,Resolved,Phone Call,Facility,Network Connectivity Issue,Power cycled / Reboot Server,Customer Managed,Americas,Market-LA,8/25/2025 13:31,8/25/2025 13:31,0
1880416,Wanda Chengdu Wuhou,Under Review,Major,Medium (Major),UP,Singapore,Under Review,Email Request,Dolby Corridor,Network Connectivity Issue,Firmware Updated,APAC Issues,APAC,Market-Singapore,6/27/2025 13:31,6/27/2025 13:31,0
1880417,AMC Mission Valley 20 - 0246,Solving,Critical,High (Critical),UP,OH,Solving,Email Request,Projector,CAN NOT POWER-UP COMPONENT,Adjusted Settings,3rd Party Issues,Americas,Market-LA,6/24/2025 13:31,6/24/2025 13:31,0
1880418,Odeon Thorpe Park,Solving,Minor,Low (Minor),UP,England,Solving,Email Request,Screen / Masking,Software Not Responding,Replaced Qalif,Future Work,EMEA,Market-Netherlands-CN-CDS-VG,9/18/2025 13:31,9/18/2025 13:31,0
1880419,Pathe Belle Epine - Thiais,Solving,Minor,Medium (Minor),UP,England,Solving,Email Request,Network,Application Not Responding,Power cycled / Reboot Server,Future Work,EMEA,Market-Germany,4/22/2025 13:31,4/22/2025 13:31,0
1880420,Pathe Belle Epine - Thiais,Under Review,Minor,Medium (Minor),UP,Netherlands,Under Review,Email Request,Dolby Corridor,Laser Module Driver Warning,Software Update Applied,EMEA Issues,EMEA,Market-Germany,5/11/2025 13:31,5/11/2025 13:31,0
1880421,Lotte Cinema Seoul,Resolved,Major,High (Major),UP,Singapore,Resolved,Email Request,Automation,Screen Shaker Vibration,Recalibrated System,APAC Issues,APAC,Market-Thailand,2/10/2025 13:31,2/10/2025 13:31,0
1880422,Odeon Leicester Square,Under Review,Critical,High (Critical),UP,England,Under Review,Email Request,Screen / Masking,Application Not Responding,Replaced Component,Future Work,EMEA,Market-UK-CDS-VUK-CDS,8/26/2025 13:31,8/26/2025 13:31,0
1880423,AMC Jersey Gardens 20 - 2198,Under Review,Major,Medium (Major),UP,OH,Under Review,Email Request,Dolby Corridor,PLAYBACK STOPPED UNEXPECTEDLY,Replaced UPS Batteries,Customer Managed,Americas,Market-SAF,10/4/2025 13:31,10/7/2025 13:31,3
1880424,Regal LA Live,Solving,Minor,Low (Minor),DOWN,NY,Solving,Email Request,Automation,NO IMAGE,Recalibrated System,EM3 Issues,Americas,Market-SAF,5/7/2025 13:31,5/7/2025 13:31,0
1880425,AMC Staten Island Mall 11 - 0558,Closed,Informational,Low (Minor),UP,NJ,Closed,Email Request,Screen / Masking,IMAGE GEOMETRY/ALIGNMENT ISSUE,Power cycled / Reboot Server,Customer Managed,Americas,Market-NSH,8/15/2025 13:31,8/17/2025 13:31,2
1880426,Dolby Burbank Umlang,Under Review,Major,High (Major),UP,TX,Under Review,Email Request,Audio,Hardware Issues,Firmware Updated,3rd Party Issues,Americas,Market-COLOH,8/4/2025 13:31,8/6/2025 13:31,2
1880427,Wanda Shanghai Darongcheng,Solving,Informational,Low (Minor),UP,Korea,Solving,Email Request,Audio,Booth Temperature Issue,Network Configuration Fixed,APAC Dispatched,APAC,Market-Singapore,10/31/2025 13:31,10/31/2025 13:31,0
1880428,Lotte Cinema Seoul,Solving,Major,Medium (Major),DOWN,Japan,Solving,Email Request,Facility,PLAYBACK STOPPED UNEXPECTEDLY,Network Configuration Fixed,APAC Dispatched,APAC,Market-China-CGV,3/7/2025 13:31,3/7/2025 13:31,0
1880429,Pathe Belle Epine - Thiais,Solving,Informational,Low (Minor),UP,Kuwait,Solving,Email Request,Facility,UPS Issue,Firmware Updated,EMEA Issues,EMEA,Market-Saudi Arabia,2/28/2025 13:31,3/1/2025 13:31,1
1880430,Pathe Nice Gare Du Sud,Resolved,Minor,Low (Minor),UP,France,Resolved,Web Support,Network,PLAYBACK STOPPED UNEXPECTEDLY,Software Update Applied,Future Work,EMEA,Market-Germany,8/27/2025 13:31,8/27/2025 13:31,0
1880431,SF Cinema Tokyo,Resolved,Minor,Medium (Minor),UP,Thailand,Resolved,Email Request,Qalif,Network Connectivity Issue,Adjusted Settings,APAC Issues,APAC,Market-Singapore,1/28/2025 13:31,1/28/2025 13:31,0
1880432,Golden Harvest Hong Kong,Under Review,Critical,High (Critical),UP,China,Under Review,Email Request,Screen / Masking,PLAYBACK STOPPED UNEXPECTEDLY,Network Configuration Fixed,APAC Dispatched,APAC,Market-Singapore,8/15/2025 13:31,8/16/2025 13:31,1
1880433,AMC Jersey Gardens 20 - 2198,Solving,Major,Medium (Major),UP,KY,Solving,Email Request,Screen / Masking,TPC Display Issue,Hardware Replaced,Customer Managed,Americas,Market-NY,1/29/2025 13:31,1/30/2025 13:31,1
1880434,AMC Empire 25 - 0552,Solving,Minor,Medium (Minor),UP,NJ,Solving,Email Request,Facility,Software Not Responding,Firmware Updated,3rd Party Issues,Americas,Market-SAF,1/31/2025 13:31,1/31/2025 13:31,0
1880435,Regal LA Live,Solving,Major,High (Major),UP,OH,Solving,Email Request,Screen / Masking,IMAGE DISCOLORATION,Hardware Replaced,CSE Dispatched,Americas,Market-SAD,6/3/2025 13:31,6/4/2025 13:31,1
1880436,Pathe Massy,Under Review,Minor,Medium (Minor),UP,France,Under Review,Email Request,Screen / Masking,Application Not Responding,Software Update Applied,EMEA Issues,EMEA,Market-Kuwait,1/5/2025 13:31,1/5/2025 13:31,0
1880437,Wanda Shanghai Darongcheng,Resolved,Minor,Medium (Minor),UP,Singapore,Resolved,Email Request,Audio,UPS Issue,Firmware Updated,APAC Dispatched,APAC,Market-Japan,11/5/2025 13:31,11/6/2025 13:31,1
1880438,Major Cineplex Bangkok,Solving,Major,High (Major),UP,Japan,Solving,Web Support,Facility,Screen Shaker Vibration,Replaced UPS Batteries,APAC Dispatched,APAC,Market-Singapore,8/19/2025 13:31,8/20/2025 13:31,1
1880439,SF Cinema Tokyo,Resolved,Major,Medium (Major),DOWN,Korea,Resolved,Email Request,Automation,Disk Capacity Warning,Hardware Replaced,APAC Dispatched,APAC,Market-Japan,8/12/2025 13:31,8/13/2025 13:31,1
1880440,Cineworld Birmingham,Closed,Major,Medium (Major),UP,Kuwait,Closed,Web Support,Facility,UPS Issue,Firmware Updated,Future Work,EMEA,Market-Netherlands-CN-CDS-VG,3/11/2025 13:31,3/12/2025 13:31,1
1880441,Pathe Massy,Resolved,Major,High (Major),Please Specify,England,Resolved,Email Request,Network,PLAYBACK STOPPED UNEXPECTEDLY,Network Configuration Fixed,EMEA Dispatched,EMEA,Market-Netherlands-CN-CDS-VG,11/6/2025 13:31,11/6/2025 13:31,0
1880442,Cinemark Playa Vista,Solving,Major,High (Major),UP,TX,Solving,Phone Call,Automation,Laser Module Driver Warning,Replaced UPS Batteries,3rd Party Issues,Americas,Market-NY,8/4/2025 13:31,8/4/2025 13:31,0
1880443,CGV Seoul Gangnam,Solving,Critical,High (Critical),UP,Japan,Solving,Email Request,Projector,Content Update Request,Hardware Replaced,APAC Dispatched,APAC,Market-Korea,7/19/2025 13:31,7/19/2025 13:31,0
1880444,Golden Harvest Hong Kong,Solving,Major,High (Major),UP,Thailand,Solving,Web Support,Audio,Network Connectivity Issue,Network Configuration Fixed,APAC Dispatched,APAC,Market-Hong Kong,10/2/2025 13:31,10/2/2025 13:31,0
1880445,CGV Seoul Gangnam,Under Review,Minor,Medium (Minor),UP,Korea,Under Review,Web Support,Automation,Screen Shaker Vibration,Adjusted Settings,APAC Dispatched,APAC,Market-Korea,7/3/2025 13:31,7/3/2025 13:31,0
1880446,Wanda XiAn Gaoxin,Solving,Minor,Low (Minor),UP,Japan,Solving,Web Support,Automation,CAN NOT POWER-UP COMPONENT,Replaced Component,APAC Issues,APAC,Market-Hong Kong,1/2/2025 13:31,1/2/2025 13:31,0
1880447,Cineworld Birmingham,Under Review,Major,High (Major),UP,Kuwait,Under Review,Web Support,Screen / Masking,Hardware Issues,Power cycled / Reboot Server,EMEA Issues,EMEA,Market-UK-CDS-VUK-CDS,2/20/2025 13:31,2/22/2025 13:31,2
1880448,Kinopolis Munich,Under Review,Critical,High (Critical),UP,Germany,Under Review,Email Request,Dolby Corridor,IMAGE GEOMETRY/ALIGNMENT ISSUE,Replaced Qalif,Future Work,EMEA,Market-Germany,2/17/2025 13:31,2/17/2025 13:31,0
1880449,Pathe Belle Epine - Thiais,Under Review,Major,High (Major),UP,England,Under Review,Email Request,Network,UPS Issue,Replaced Qalif,EMEA Issues,EMEA,Market-Netherlands-CN-CDS-VG,12/31/2024 13:31,12/31/2024 13:31,0
1880450,SF Cinema Tokyo,Resolved,Major,High (Major),UP,Japan,Resolved,Email Request,Screen / Masking,Application Not Responding,Hardware Replaced,APAC Dispatched,APAC,Market-Thailand,5/27/2025 13:31,5/27/2025 13:31,0
1880451,Wanda Changsha,Resolved,Informational,Low (Minor),DOWN,Japan,Resolved,Email Request,Qalif,Network Connectivity Issue,Recalibrated System,APAC Issues,APAC,Market-Korea,5/18/2025 13:31,5/18/2025 13:31,0
1880452,Vue London Leicester Square,Closed,Major,Medium (Major),Please Specify,France,Closed,Web Support,Dolby Corridor,IMAGE GEOMETRY/ALIGNMENT ISSUE,Replaced Qalif,Future Work,EMEA,Market-UK-CDS-VUK-CDS,2/6/2025 13:31,2/6/2025 13:31,0
1880453,Wanda XiAn Gaoxin,Under Review,Informational,Low (Minor),UP,Thailand,Under Review,Email Request,Facility,Software Not Responding,Network Configuration Fixed,APAC Issues,APAC,Market-Japan,5/18/2025 13:31,5/18/2025 13:31,0
1880454,AMC Mission Valley 20 - 0246,Solving,Informational,Low (Minor),DOWN,NY,Solving,Phone Call,Audio,TPC Display Issue,Firmware Updated,EM3 Issues,Americas,Market-CA,2/5/2025 13:31,2/6/2025 13:31,1
1880455,Cinemark Playa Vista,Under Review,Informational,Low (Minor),UP,TX,Under Review,Email Request,Dolby Corridor,Screen Shaker Vibration,Replaced Qalif,EM3 Issues,Americas,Market-NY,9/11/2025 13:31,9/11/2025 13:31,0
